tau,tauDot,q,qDot,u
-1,0,-88.7712,0,0
-1,0,-88.7655,0,0
-1,0,-88.7599,0,0
-1,0,-88.7542,0,0
-1,0,-88.7486,0,0
-1,0,-88.7429,0,0
-1,0,-88.7372,0,0
-1,0,-88.7316,0,0
-1,0,-88.7259,0,0
-1,0,-88.7203,0,0
-1,0,-88.7146,0,0
-1,0,-88.709,0,0
-1,0,-88.7033,0,0
-1,0,-88.6977,0,0
-1,0,-88.692,0,0
-1,0,-88.6864,0,0
-1,0,-88.6807,0,0
-1,0,-88.6751,0,0
-1,0,-88.6694,0,0
-1,0,-88.6638,0,0
-1,0,-88.6582,0,0
-1,0,-88.6525,0,0
-1,0,-88.6469,0,0
-1,0,-88.6412,0,0
-1,0,-88.6356,0,0
-1,0,-88.6299,0,0
-1,0,-88.6243,0,0
-1,0,-88.6186,0,0
-1,0,-88.613,0,0
-1,0,-88.6073,0,0
-1,0,-88.6017,0,0
-1,0,-88.5961,0,0
-1,0,-88.5904,0,0
-1,0,-88.5848,0,0
-1,0,-88.5791,0,0
-1,0,-88.5735,0,0
-1,0,-88.5678,0,0
-1,0,-88.5622,0,0
-1,0,-88.5566,0,0
-1,0,-88.5509,0,0
-1,0,-88.5453,0,0
-1,0,-88.5396,0,0
-1,0,-88.534,0,0
-1,0,-88.5284,0,0
-1,0,-88.5227,0,0
-1,0,-88.5171,0,0
-1,0,-88.5115,0,0
-1,0,-88.5058,0,0
-1,0,-88.5002,0,0
-1,0,-88.4945,0,0
-1,0,-88.4889,0,0
-1,0,-88.4833,0,0
-1,0,-88.4776,0,0
-1,0,-88.472,0,0
-1,0,-88.4664,0,0
-1,0,-88.4607,0,0
-1,0,-88.4551,0,0
-1,0,-88.4495,0,0
-1,0,-88.4438,0,0
-1,0,-88.4382,0,0
-1,0,-88.4326,0,0
-1,0,-88.4269,0,0
-1,0,-88.4213,0,0
-1,0,-88.4157,0,0
-1,0,-88.41,0,0
-1,0,-88.4044,0,0
-1,0,-88.3988,0,0
-1,0,-88.3931,0,0
-1,0,-88.3875,0,0
-1,0,-88.3819,0,0
-1,0,-88.3763,0,0
-1,0,-88.3706,0,0
-1,0,-88.365,0,0
-1,0,-88.3594,0,0
-1,0,-88.3537,0,0
-1,0,-88.3481,0,0
-1,0,-88.3425,0,0
-1,0,-88.3369,0,0
-1,0,-88.3312,0,0
-1,0,-88.3256,0,0
-1,0,-88.32,0,0
-1,0,-88.3144,0,0
-1,0,-88.3087,0,0
-1,0,-88.3031,0,0
-1,0,-88.2975,0,0
-1,0,-88.2919,0,0
-1,0,-88.2862,0,0
-1,0,-88.2806,0,0
-1,0,-88.275,0,0
-1,0,-88.2694,0,0
-1,0,-88.2637,0,0
-1,0,-88.2581,0,0
-1,0,-88.2525,0,0
-1,0,-88.2469,0,0
-1,0,-88.2413,0,0
-1,0,-88.2356,0,0
-1,0,-88.23,0,0
-1,0,-88.2244,0,0
-1,0,-88.2188,0,0
-1,0,-88.2132,0,0
-1,0,-88.2075,0,0
-1,0,-88.2019,0,0
-1,0,-88.1963,0,0
-1,0,-88.1907,0,0
-1,0,-88.1851,0,0
-1,0,-88.1795,0,0
-1,0,-88.1738,0,0
-1,0,-88.1682,0,0
-1,0,-88.1626,0,0
-1,0,-88.157,0,0
-1,0,-88.1514,0,0
-1,0,-88.1458,0,0
-1,0,-88.1401,0,0
-1,0,-88.1345,0,0
-1,0,-88.1289,0,0
-1,0,-88.1233,0,0
-1,0,-88.1177,0,0
-1,0,-88.1121,0,0
-1,0,-88.1065,0,0
-1,0,-88.1009,0,0
-1,0,-88.0952,0,0
-1,0,-88.0896,0,0
-1,0,-88.084,0,0
-1,0,-88.0784,0,0
-1,0,-88.0728,0,0
-1,0,-88.0672,0,0
-1,0,-88.0616,0,0
-1,0,-88.056,0,0
-1,0,-88.0504,0,0
-1,0,-88.0448,0,0
-1,0,-88.0392,0,0
-1,0,-88.0335,0,0
-1,0,-88.0279,0,0
-1,0,-88.0223,0,0
-1,0,-88.0167,0,0
-1,0,-88.0111,0,0
-1,0,-88.0055,0,0
-1,0,-87.9999,0,0
-1,0,-87.9943,0,0
-1,0,-87.9887,0,0
-1,0,-87.9831,0,0
-1,0,-87.9775,0,0
-1,0,-87.9719,0,0
-1,0,-87.9663,0,0
-1,0,-87.9607,0,0
-1,0,-87.9551,0,0
-1,0,-87.9495,0,0
-1,0,-87.9439,0,0
-1,0,-87.9383,0,0
-1,0,-87.9327,0,0
-1,0,-87.9271,0,0
-1,0,-87.9215,0,0
-1,0,-87.9159,0,0
-1,0,-87.9103,0,0
-1,0,-87.9047,0,0
-1,0,-87.8991,0,0
-1,0,-87.8935,0,0
-1,0,-87.8879,0,0
-1,0,-87.8823,0,0
-1,0,-87.8767,0,0
-1,0,-87.8711,0,0
-1,0,-87.8655,0,0
-1,0,-87.8599,0,0
-1,0,-87.8543,0,0
-1,0,-87.8487,0,0
-1,0,-87.8431,0,0
-1,0,-87.8375,0,0
-1,0,-87.8319,0,0
-1,0,-87.8263,0,0
-1,0,-87.8207,0,0
-1,0,-87.8151,0,0
-1,0,-87.8095,0,0
-1,0,-87.804,0,0
-1,0,-87.7984,0,0
-1,0,-87.7928,0,0
-1,0,-87.7872,0,0
-1,0,-87.7816,0,0
-1,0,-87.776,0,0
-1,0,-87.7704,0,0
-1,0,-87.7648,0,0
-1,0,-87.7592,0,0
-1,0,-87.7536,0,0
-1,0,-87.748,0,0
-1,0,-87.7425,0,0
-1,0,-87.7369,0,0
-1,0,-87.7313,0,0
-1,0,-87.7257,0,0
-1,0,-87.7201,0,0
-1,0,-87.7145,0,0
-1,0,-87.7089,0,0
-1,0,-87.7033,0,0
-1,0,-87.6978,0,0
-1,0,-87.6922,0,0
-1,0,-87.6866,0,0
-1,0,-87.681,0,0
-1,0,-87.6754,0,0
-1,0,-87.6698,0,0
-1,0,-87.6642,0,0
-1,0,-87.6587,0,0
-1,0,-87.6531,0,0
-1,0,-87.6475,0,0
-1,0,-87.6419,0,0
-1,0,-87.6363,0,0
-1,0,-87.6308,0,0
-1,0,-87.6252,0,0
-1,0,-87.6196,0,0
-1,0,-87.614,0,0
-1,0,-87.6084,0,0
-1,0,-87.6028,0,0
-1,0,-87.5973,0,0
-1,0,-87.5917,0,0
-1,0,-87.5861,0,0
-1,0,-87.5805,0,0
-1,0,-87.575,0,0
-1,0,-87.5694,0,0
-1,0,-87.5638,0,0
-1,0,-87.5582,0,0
-1,0,-87.5526,0,0
-1,0,-87.5471,0,0
-1,0,-87.5415,0,0
-1,0,-87.5359,0,0
-1,0,-87.5303,0,0
-1,0,-87.5248,0,0
-1,0,-87.5192,0,0
-1,0,-87.5136,0,0
-1,0,-87.508,0,0
-1,0,-87.5025,0,0
-1,0,-87.4969,0,0
-1,0,-87.4913,0,0
-1,0,-87.4857,0,0
-1,0,-87.4802,0,0
-1,0,-87.4746,0,0
-1,0,-87.469,0,0
-1,0,-87.4635,0,0
-1,0,-87.4579,0,0
-1,0,-87.4523,0,0
-1,0,-87.4468,0,0
-1,0,-87.4412,0,0
-1,0,-87.4356,0,0
-1,0,-87.43,0,0
-1,0,-87.4245,0,0
-1,0,-87.4189,0,0
-1,0,-87.4133,0,0
-1,0,-87.4078,0,0
-1,0,-87.4022,0,0
-1,0,-87.3966,0,0
-1,0,-87.3911,0,0
-1,0,-87.3855,0,0
-1,0,-87.3799,0,0
-1,0,-87.3744,0,0
-1,0,-87.3688,0,0
-1,0,-87.3632,0,0
-1,0,-87.3577,0,0
-1,0,-87.3521,0,0
-1,0,-87.3466,0,0
-1,0,-87.341,0,0
-1,0,-87.3354,0,0
-1,0,-87.3299,0,0
-1,0,-87.3243,0,0
-1,0,-87.3187,0,0
-1,0,-87.3132,0,0
-1,0,-87.3076,0,0
-1,0,-87.3021,0,0
-1,0,-87.2965,0,0
-1,0,-87.2909,0,0
-1,0,-87.2854,0,0
-1,0,-87.2798,0,0
-1,0,-87.2743,0,0
-1,0,-87.2687,0,0
-1,0,-87.2631,0,0
-1,0,-87.2576,0,0
-1,0,-87.252,0,0
-1,0,-87.2465,0,0
-1,0,-87.2409,0,0
-1,0,-87.2354,0,0
-1,0,-87.2298,0,0
-1,0,-87.2242,0,0
-1,0,-87.2187,0,0
-1,0,-87.2131,0,0
-1,0,-87.2076,0,0
-1,0,-87.202,0,0
-1,0,-87.1965,0,0
-1,0,-87.1909,0,0
-1,0,-87.1854,0,0
-1,0,-87.1798,0,0
-1,0,-87.1743,0,0
-1,0,-87.1687,0,0
-1,0,-87.1632,0,0
-1,0,-87.1576,0,0
-1,0,-87.152,0,0
-1,0,-87.1465,0,0
-1,0,-87.1409,0,0
-1,0,-87.1354,0,0
-1,0,-87.1298,0,0
-1,0,-87.1243,0,0
-1,0,-87.1187,0,0
-1,0,-87.1132,0,0
-1,0,-87.1076,0,0
-1,0,-87.1021,0,0
-1,0,-87.0966,0,0
-1,0,-87.091,0,0
-1,0,-87.0855,0,0
-1,0,-87.0799,0,0
-1,0,-87.0744,0,0
-1,0,-87.0688,0,0
-1,0,-87.0633,0,0
-1,0,-87.0577,0,0
-1,0,-87.0522,0,0
-1,0,-87.0466,0,0
-1,0,-87.0411,0,0
-1,0,-87.0356,0,0
-1,0,-87.03,0,0
-1,0,-87.0245,0,0
-1,0,-87.0189,0,0
-1,0,-87.0134,0,0
-1,0,-87.0078,0,0
-1,0,-87.0023,0,0
-1,0,-86.9968,0,0
-1,0,-86.9912,0,0
-1,0,-86.9857,0,0
-1,0,-86.9801,0,0
-1,0,-86.9746,0,0
-1,0,-86.9691,0,0
-1,0,-86.9635,0,0
-1,0,-86.958,0,0
-1,0,-86.9524,0,0
-1,0,-86.9469,0,0
-1,0,-86.9414,0,0
-1,0,-86.9358,0,0
-1,0,-86.9303,0,0
-1,0,-86.9247,0,0
-1,0,-86.9192,0,0
-1,0,-86.9137,0,0
-1,0,-86.9081,0,0
-1,0,-86.9026,0,0
-1,0,-86.8971,0,0
-1,0,-86.8915,0,0
-1,0,-86.886,0,0
-1,0,-86.8805,0,0
-1,0,-86.8749,0,0
-1,0,-86.8694,0,0
-1,0,-86.8639,0,0
-1,0,-86.8583,0,0
-1,0,-86.8528,0,0
-1,0,-86.8473,0,0
-1,0,-86.8417,0,0
-1,0,-86.8362,0,0
-1,0,-86.8307,0,0
-1,0,-86.8251,0,0
-1,0,-86.8196,0,0
-1,0,-86.8141,0,0
-1,0,-86.8086,0,0
-1,0,-86.803,0,0
-1,0,-86.7975,0,0
-1,0,-86.792,0,0
-1,0,-86.7864,0,0
-1,0,-86.7809,0,0
-1,0,-86.7754,0,0
-1,0,-86.7699,0,0
-1,0,-86.7643,0,0
-1,0,-86.7588,0,0
-1,0,-86.7533,0,0
-1,0,-86.7478,0,0
-1,0,-86.7422,0,0
-1,0,-86.7367,0,0
-1,0,-86.7312,0,0
-1,0,-86.7257,0,0
-1,0,-86.7201,0,0
-1,0,-86.7146,0,0
-1,0,-86.7091,0,0
-1,0,-86.7036,0,0
-1,0,-86.698,0,0
-1,0,-86.6925,0,0
-1,0,-86.687,0,0
-1,0,-86.6815,0,0
-1,0,-86.676,0,0
-1,0,-86.6704,0,0
-1,0,-86.6649,0,0
-1,0,-86.6594,0,0
-1,0,-86.6539,0,0
-1,0,-86.6484,0,0
-1,0,-86.6428,0,0
-1,0,-86.6373,0,0
-1,0,-86.6318,0,0
-1,0,-86.6263,0,0
-1,0,-86.6208,0,0
-1,0,-86.6153,0,0
-1,0,-86.6097,0,0
-1,0,-86.6042,0,0
-1,0,-86.5987,0,0
-1,0,-86.5932,0,0
-1,0,-86.5877,0,0
-1,0,-86.5822,0,0
-1,0,-86.5766,0,0
-1,0,-86.5711,0,0
-1,0,-86.5656,0,0
-1,0,-86.5601,0,0
-1,0,-86.5546,0,0
-1,0,-86.5491,0,0
-1,0,-86.5436,0,0
-1,0,-86.538,0,0
-1,0,-86.5325,0,0
-1,0,-86.527,0,0
-1,0,-86.5215,0,0
-1,0,-86.516,0,0
-1,0,-86.5105,0,0
-1,0,-86.505,0,0
-1,0,-86.4995,0,0
-1,0,-86.494,0,0
-1,0,-86.4885,0,0
-1,0,-86.4829,0,0
-1,0,-86.4774,0,0
-1,0,-86.4719,0,0
-1,0,-86.4664,0,0
-1,0,-86.4609,0,0
-1,0,-86.4554,0,0
-1,0,-86.4499,0,0
-1,0,-86.4444,0,0
-1,0,-86.4389,0,0
-1,0,-86.4334,0,0
-1,0,-86.4279,0,0
-1,0,-86.4224,0,0
-1,0,-86.4169,0,0
-1,0,-86.4114,0,0
-1,0,-86.4059,0,0
-1,0,-86.4004,0,0
-1,0,-86.3949,0,0
-1,0,-86.3894,0,0
-1,0,-86.3839,0,0
-1,0,-86.3783,0,0
-1,0,-86.3728,0,0
-1,0,-86.3673,0,0
-1,0,-86.3618,0,0
-1,0,-86.3563,0,0
-1,0,-86.3508,0,0
-1,0,-86.3453,0,0
-1,0,-86.3398,0,0
-1,0,-86.3343,0,0
-1,0,-86.3288,0,0
-1,0,-86.3233,0,0
-1,0,-86.3179,0,0
-1,0,-86.3124,0,0
-1,0,-86.3069,0,0
-1,0,-86.3014,0,0
-1,0,-86.2959,0,0
-1,0,-86.2904,0,0
-1,0,-86.2849,0,0
-1,0,-86.2794,0,0
-1,0,-86.2739,0,0
-1,0,-86.2684,0,0
-1,0,-86.2629,0,0
-1,0,-86.2574,0,0
-1,0,-86.2519,0,0
-1,0,-86.2464,0,0
-1,0,-86.2409,0,0
-1,0,-86.2354,0,0
-1,0,-86.2299,0,0
-1,0,-86.2244,0,0
-1,0,-86.2189,0,0
-1,0,-86.2135,0,0
-1,0,-86.208,0,0
-1,0,-86.2025,0,0
-1,0,-86.197,0,0
-1,0,-86.1915,0,0
-1,0,-86.186,0,0
-1,0,-86.1805,0,0
-1,0,-86.175,0,0
-1,0,-86.1695,0,0
-1,0,-86.164,0,0
-1,0,-86.1586,0,0
-1,0,-86.1531,0,0
-1,0,-86.1476,0,0
-1,0,-86.1421,0,0
-1,0,-86.1366,0,0
-1,0,-86.1311,0,0
-1,0,-86.1256,0,0
-1,0,-86.1202,0,0
-1,0,-86.1147,0,0
-1,0,-86.1092,0,0
-1,0,-86.1037,0,0
-1,0,-86.0982,0,0
-1,0,-86.0927,0,0
-1,0,-86.0872,0,0
-1,0,-86.0818,0,0
-1,0,-86.0763,0,0
-1,0,-86.0708,0,0
-1,0,-86.0653,0,0
-1,0,-86.0598,0,0
-1,0,-86.0544,0,0
-1,0,-86.0489,0,0
-1,0,-86.0434,0,0
-1,0,-86.0379,0,0
-1,0,-86.0324,0,0
-1,0,-86.027,0,0
-1,0,-86.0215,0,0
-1,0,-86.016,0,0
-1,0,-86.0105,0,0
-1,0,-86.005,0,0
-1,0,-85.9996,0,0
-1,0,-85.9941,0,0
-1,0,-85.9886,0,0
-1,0,-85.9831,0,0
-1,0,-85.9777,0,0
-1,0,-85.9722,0,0
-1,0,-85.9667,0,0
-1,0,-85.9612,0,0
-1,0,-85.9557,0,0
-1,0,-85.9503,0,0
-1,0,-85.9448,0,0
-1,0,-85.9393,0,0
-1,0,-85.9339,0,0
-1,0,-85.9284,0,0
-1,0,-85.9229,0,0
-1,0,-85.9174,0,0
-1,0,-85.912,0,0
-1,0,-85.9065,0,0
-1,0,-85.901,0,0
-1,0,-85.8955,0,0
-1,0,-85.8901,0,0
-1,0,-85.8846,0,0
-1,0,-85.8791,0,0
-1,0,-85.8737,0,0
-1,0,-85.8682,0,0
-1,0,-85.8627,0,0
-1,0,-85.8573,0,0
-1,0,-85.8518,0,0
-1,0,-85.8463,0,0
-1,0,-85.8409,0,0
-1,0,-85.8354,0,0
-1,0,-85.8299,0,0
-1,0,-85.8245,0,0
-1,0,-85.819,0,0
-1,0,-85.8135,0,0
-1,0,-85.8081,0,0
-1,0,-85.8026,0,0
-1,0,-85.7971,0,0
-1,0,-85.7917,0,0
-1,0,-85.7862,0,0
-1,0,-85.7807,0,0
-1,0,-85.7753,0,0
-1,0,-85.7698,0,0
-1,0,-85.7643,0,0
-1,0,-85.7589,0,0
-1,0,-85.7534,0,0
-1,0,-85.748,0,0
-1,0,-85.7425,0,0
-1,0,-85.737,0,0
-1,0,-85.7316,0,0
-1,0,-85.7261,0,0
-1,0,-85.7206,0,0
-1,0,-85.7152,0,0
-1,0,-85.7097,0,0
-1,0,-85.7043,0,0
-1,0,-85.6988,0,0
-1,0,-85.6934,0,0
-1,0,-85.6879,0,0
-1,0,-85.6824,0,0
-1,0,-85.677,0,0
-1,0,-85.6715,0,0
-1,0,-85.6661,0,0
-1,0,-85.6606,0,0
-1,0,-85.6552,0,0
-1,0,-85.6497,0,0
-1,0,-85.6442,0,0
-1,0,-85.6388,0,0
-1,0,-85.6333,0,0
-1,0,-85.6279,0,0
-1,0,-85.6224,0,0
-1,0,-85.617,0,0
-1,0,-85.6115,0,0
-1,0,-85.6061,0,0
-1,0,-85.6006,0,0
-1,0,-85.5952,0,0
-1,0,-85.5897,0,0
-1,0,-85.5843,0,0
-1,0,-85.5788,0,0
-1,0,-85.5734,0,0
-1,0,-85.5679,0,0
-1,0,-85.5625,0,0
-1,0,-85.557,0,0
-1,0,-85.5516,0,0
-1,0,-85.5461,0,0
-1,0,-85.5407,0,0
-1,0,-85.5352,0,0
-1,0,-85.5298,0,0
-1,0,-85.5243,0,0
-1,0,-85.5189,0,0
-1,0,-85.5134,0,0
-1,0,-85.508,0,0
-1,0,-85.5025,0,0
-1,0,-85.4971,0,0
-1,0,-85.4916,0,0
-1,0,-85.4862,0,0
-1,0,-85.4808,0,0
-1,0,-85.4753,0,0
-1,0,-85.4699,0,0
-1,0,-85.4644,0,0
-1,0,-85.459,0,0
-1,0,-85.4535,0,0
-1,0,-85.4481,0,0
-1,0,-85.4426,0,0
-1,0,-85.4372,0,0
-1,0,-85.4318,0,0
-1,0,-85.4263,0,0
-1,0,-85.4209,0,0
-1,0,-85.4154,0,0
-1,0,-85.41,0,0
-1,0,-85.4046,0,0
-1,0,-85.3991,0,0
-1,0,-85.3937,0,0
-1,0,-85.3882,0,0
-1,0,-85.3828,0,0
-1,0,-85.3774,0,0
-1,0,-85.3719,0,0
-1,0,-85.3665,0,0
-1,0,-85.3611,0,0
-1,0,-85.3556,0,0
-1,0,-85.3502,0,0
-1,0,-85.3447,0,0
-1,0,-85.3393,0,0
-1,0,-85.3339,0,0
-1,0,-85.3284,0,0
-1,0,-85.323,0,0
-1,0,-85.3176,0,0
-1,0,-85.3121,0,0
-1,0,-85.3067,0,0
-1,0,-85.3013,0,0
-1,0,-85.2958,0,0
-1,0,-85.2904,0,0
-1,0,-85.285,0,0
-1,0,-85.2795,0,0
-1,0,-85.2741,0,0
-1,0,-85.2687,0,0
-1,0,-85.2632,0,0
-1,0,-85.2578,0,0
-1,0,-85.2524,0,0
-1,0,-85.247,0,0
-1,0,-85.2415,0,0
-1,0,-85.2361,0,0
-1,0,-85.2307,0,0
-1,0,-85.2252,0,0
-1,0,-85.2198,0,0
-1,0,-85.2144,0,0
-1,0,-85.209,0,0
-1,0,-85.2035,0,0
-1,0,-85.1981,0,0
-1,0,-85.1927,0,0
-1,0,-85.1872,0,0
-1,0,-85.1818,0,0
-1,0,-85.1764,0,0
-1,0,-85.171,0,0
-1,0,-85.1655,0,0
-1,0,-85.1601,0,0
-1,0,-85.1547,0,0
-1,0,-85.1493,0,0
-1,0,-85.1438,0,0
-1,0,-85.1384,0,0
-1,0,-85.133,0,0
-1,0,-85.1276,0,0
-1,0,-85.1222,0,0
-1,0,-85.1167,0,0
-1,0,-85.1113,0,0
-1,0,-85.1059,0,0
-1,0,-85.1005,0,0
-1,0,-85.0951,0,0
-1,0,-85.0896,0,0
-1,0,-85.0842,0,0
-1,0,-85.0788,0,0
-1,0,-85.0734,0,0
-1,0,-85.068,0,0
-1,0,-85.0625,0,0
-1,0,-85.0571,0,0
-1,0,-85.0517,0,0
-1,0,-85.0463,0,0
-1,0,-85.0409,0,0
-1,0,-85.0355,0,0
-1,0,-85.03,0,0
-1,0,-85.0246,0,0
-1,0,-85.0192,0,0
-1,0,-85.0138,0,0
-1,0,-85.0084,0,0
-1,0,-85.003,0,0
-1,0,-84.9975,0,0
-1,0,-84.9921,0,0
-1,0,-84.9867,0,0
-1,0,-84.9813,0,0
-1,0,-84.9759,0,0
-1,0,-84.9705,0,0
-1,0,-84.9651,0,0
-1,0,-84.9597,0,0
-1,0,-84.9542,0,0
-1,0,-84.9488,0,0
-1,0,-84.9434,0,0
-1,0,-84.938,0,0
-1,0,-84.9326,0,0
-1,0,-84.9272,0,0
-1,0,-84.9218,0,0
-1,0,-84.9164,0,0
-1,0,-84.911,0,0
-1,0,-84.9056,0,0
-1,0,-84.9002,0,0
-1,0,-84.8947,0,0
-1,0,-84.8893,0,0
-1,0,-84.8839,0,0
-1,0,-84.8785,0,0
-1,0,-84.8731,0,0
-1,0,-84.8677,0,0
-1,0,-84.8623,0,0
-1,0,-84.8569,0,0
-1,0,-84.8515,0,0
-1,0,-84.8461,0,0
-1,0,-84.8407,0,0
-1,0,-84.8353,0,0
-1,0,-84.8299,0,0
-1,0,-84.8245,0,0
-1,0,-84.8191,0,0
-1,0,-84.8137,0,0
-1,0,-84.8083,0,0
-1,0,-84.8029,0,0
-1,0,-84.7975,0,0
-1,0,-84.7921,0,0
-1,0,-84.7867,0,0
-1,0,-84.7813,0,0
-1,0,-84.7759,0,0
-1,0,-84.7705,0,0
-1,0,-84.7651,0,0
-1,0,-84.7597,0,0
-1,0,-84.7543,0,0
-1,0,-84.7489,0,0
-1,0,-84.7435,0,0
-1,0,-84.7381,0,0
-1,0,-84.7327,0,0
-1,0,-84.7273,0,0
-1,0,-84.7219,0,0
-1,0,-84.7165,0,0
-1,0,-84.7111,0,0
-1,0,-84.7057,0,0
-1,0,-84.7003,0,0
-1,0,-84.6949,0,0
-1,0,-84.6895,0,0
-1,0,-84.6841,0,0
-1,0,-84.6787,0,0
-1,0,-84.6733,0,0
-1,0,-84.6679,0,0
-1,0,-84.6626,0,0
-1,0,-84.6572,0,0
-1,0,-84.6518,0,0
-1,0,-84.6464,0,0
-1,0,-84.641,0,0
-1,0,-84.6356,0,0
-1,0,-84.6302,0,0
-1,0,-84.6248,0,0
-1,0,-84.6194,0,0
-1,0,-84.614,0,0
-1,0,-84.6086,0,0
-1,0,-84.6033,0,0
-1,0,-84.5979,0,0
-1,0,-84.5925,0,0
-1,0,-84.5871,0,0
-1,0,-84.5817,0,0
-1,0,-84.5763,0,0
-1,0,-84.5709,0,0
-1,0,-84.5655,0,0
-1,0,-84.5602,0,0
-1,0,-84.5548,0,0
-1,0,-84.5494,0,0
-1,0,-84.544,0,0
-1,0,-84.5386,0,0
-1,0,-84.5332,0,0
-1,0,-84.5278,0,0
-1,0,-84.5225,0,0
-1,0,-84.5171,0,0
-1,0,-84.5117,0,0
-1,0,-84.5063,0,0
-1,0,-84.5009,0,0
-1,0,-84.4955,0,0
-1,0,-84.4902,0,0
-1,0,-84.4848,0,0
-1,0,-84.4794,0,0
-1,0,-84.474,0,0
-1,0,-84.4686,0,0
-1,0,-84.4633,0,0
-1,0,-84.4579,0,0
-1,0,-84.4525,0,0
-1,0,-84.4471,0,0
-1,0,-84.4417,0,0
-1,0,-84.4364,0,0
-1,0,-84.431,0,0
-1,0,-84.4256,0,0
-1,0,-84.4202,0,0
-1,0,-84.4149,0,0
-1,0,-84.4095,0,0
-1,0,-84.4041,0,0
-1,0,-84.3987,0,0
-1,0,-84.3934,0,0
-1,0,-84.388,0,0
-1,0,-84.3826,0,0
-1,0,-84.3772,0,0
-1,0,-84.3719,0,0
-1,0,-84.3665,0,0
-1,0,-84.3611,0,0
-1,0,-84.3557,0,0
-1,0,-84.3504,0,0
-1,0,-84.345,0,0
-1,0,-84.3396,0,0
-1,0,-84.3342,0,0
-1,0,-84.3289,0,0
-1,0,-84.3235,0,0
-1,0,-84.3181,0,0
-1,0,-84.3128,0,0
-1,0,-84.3074,0,0
-1,0,-84.302,0,0
-1,0,-84.2967,0,0
-1,0,-84.2913,0,0
-1,0,-84.2859,0,0
-1,0,-84.2805,0,0
-1,0,-84.2752,0,0
-1,0,-84.2698,0,0
-1,0,-84.2644,0,0
-1,0,-84.2591,0,0
-1,0,-84.2537,0,0
-1,0,-84.2483,0,0
-1,0,-84.243,0,0
-1,0,-84.2376,0,0
-1,0,-84.2322,0,0
-1,0,-84.2269,0,0
-1,0,-84.2215,0,0
-1,0,-84.2162,0,0
-1,0,-84.2108,0,0
-1,0,-84.2054,0,0
-1,0,-84.2001,0,0
-1,0,-84.1947,0,0
-1,0,-84.1893,0,0
-1,0,-84.184,0,0
-1,0,-84.1786,0,0
-1,0,-84.1733,0,0
-1,0,-84.1679,0,0
-1,0,-84.1625,0,0
-1,0,-84.1572,0,0
-1,0,-84.1518,0,0
-1,0,-84.1464,0,0
-1,0,-84.1411,0,0
-1,0,-84.1357,0,0
-1,0,-84.1304,0,0
-1,0,-84.125,0,0
-1,0,-84.1197,0,0
-1,0,-84.1143,0,0
-1,0,-84.1089,0,0
-1,0,-84.1036,0,0
-1,0,-84.0982,0,0
-1,0,-84.0929,0,0
-1,0,-84.0875,0,0
-1,0,-84.0822,0,0
-1,0,-84.0768,0,0
-1,0,-84.0714,0,0
-1,0,-84.0661,0,0
-1,0,-84.0607,0,0
-1,0,-84.0554,0,0
-1,0,-84.05,0,0
-1,0,-84.0447,0,0
-1,0,-84.0393,0,0
-1,0,-84.034,0,0
-1,0,-84.0286,0,0
-1,0,-84.0233,0,0
-1,0,-84.0179,0,0
-1,0,-84.0126,0,0
-1,0,-84.0072,0,0
-1,0,-84.0019,0,0
-1,0,-83.9965,0,0
-1,0,-83.9912,0,0
-1,0,-83.9858,0,0
-1,0,-83.9805,0,0
-1,0,-83.9751,0,0
-1,0,-83.9698,0,0
-1,0,-83.9644,0,0
-1,0,-83.9591,0,0
-1,0,-83.9537,0,0
-1,0,-83.9484,0,0
-1,0,-83.943,0,0
-1,0,-83.9377,0,0
-1,0,-83.9323,0,0
-1,0,-83.927,0,0
-1,0,-83.9216,0,0
-1,0,-83.9163,0,0
-1,0,-83.911,0,0
-1,0,-83.9056,0,0
-1,0,-83.9003,0,0
-1,0,-83.8949,0,0
-1,0,-83.8896,0,0
-1,0,-83.8842,0,0
-1,0,-83.8789,0,0
-1,0,-83.8736,0,0
-1,0,-83.8682,0,0
-1,0,-83.8629,0,0
-1,0,-83.8575,0,0
-1,0,-83.8522,0,0
-1,0,-83.8468,0,0
-1,0,-83.8415,0,0
-1,0,-83.8362,0,0
-1,0,-83.8308,0,0
-1,0,-83.8255,0,0
-1,0,-83.8201,0,0
-1,0,-83.8148,0,0
-1,0,-83.8095,0,0
-1,0,-83.8041,0,0
-1,0,-83.7988,0,0
-1,0,-83.7935,0,0
-1,0,-83.7881,0,0
-1,0,-83.7828,0,0
-1,0,-83.7774,0,0
-1,0,-83.7721,0,0
-1,0,-83.7668,0,0
-1,0,-83.7614,0,0
-1,0,-83.7561,0,0
-1,0,-83.7508,0,0
-1,0,-83.7454,0,0
-1,0,-83.7401,0,0
-1,0,-83.7348,0,0
-1,0,-83.7294,0,0
-1,0,-83.7241,0,0
-1,0,-83.7188,0,0
-1,0,-83.7134,0,0
-1,0,-83.7081,0,0
-1,0,-83.7028,0,0
-1,0,-83.6974,0,0
-1,0,-83.6921,0,0
-1,0,-83.6868,0,0
-1,0,-83.6814,0,0
-1,0,-83.6761,0,0
-1,0,-83.6708,0,0
-1,0,-83.6655,0,0
-1,0,-83.6601,0,0
-1,0,-83.6548,0,0
-1,0,-83.6495,0,0
-1,0,-83.6441,0,0
-1,0,-83.6388,0,0
-1,0,-83.6335,0,0
-1,0,-83.6282,0,0
