tau,tauDot,q,qDot,u
-1,0,-94.2365,0,0
-1,0,-94.2305,0,0
-1,0,-94.2245,0,0
-1,0,-94.2185,0,0
-1,0,-94.2125,0,0
-1,0,-94.2065,0,0
-1,0,-94.2005,0,0
-1,0,-94.1945,0,0
-1,0,-94.1885,0,0
-1,0,-94.1825,0,0
-1,0,-94.1765,0,0
-1,0,-94.1705,0,0
-1,0,-94.1645,0,0
-1,0,-94.1585,0,0
-1,0,-94.1525,0,0
-1,0,-94.1465,0,0
-1,0,-94.1405,0,0
-1,0,-94.1345,0,0
-1,0,-94.1285,0,0
-1,0,-94.1225,0,0
-1,0,-94.1165,0,0
-1,0,-94.1105,0,0
-1,0,-94.1045,0,0
-1,0,-94.0985,0,0
-1,0,-94.0925,0,0
-1,0,-94.0865,0,0
-1,0,-94.0805,0,0
-1,0,-94.0745,0,0
-1,0,-94.0685,0,0
-1,0,-94.0626,0,0
-1,0,-94.0566,0,0
-1,0,-94.0506,0,0
-1,0,-94.0446,0,0
-1,0,-94.0386,0,0
-1,0,-94.0326,0,0
-1,0,-94.0266,0,0
-1,0,-94.0206,0,0
-1,0,-94.0146,0,0
-1,0,-94.0086,0,0
-1,0,-94.0027,0,0
-1,0,-93.9967,0,0
-1,0,-93.9907,0,0
-1,0,-93.9847,0,0
-1,0,-93.9787,0,0
-1,0,-93.9727,0,0
-1,0,-93.9667,0,0
-1,0,-93.9608,0,0
-1,0,-93.9548,0,0
-1,0,-93.9488,0,0
-1,0,-93.9428,0,0
-1,0,-93.9368,0,0
-1,0,-93.9308,0,0
-1,0,-93.9249,0,0
-1,0,-93.9189,0,0
-1,0,-93.9129,0,0
-1,0,-93.9069,0,0
-1,0,-93.9009,0,0
-1,0,-93.8949,0,0
-1,0,-93.889,0,0
-1,0,-93.883,0,0
-1,0,-93.877,0,0
-1,0,-93.871,0,0
-1,0,-93.865,0,0
-1,0,-93.8591,0,0
-1,0,-93.8531,0,0
-1,0,-93.8471,0,0
-1,0,-93.8411,0,0
-1,0,-93.8352,0,0
-1,0,-93.8292,0,0
-1,0,-93.8232,0,0
-1,0,-93.8172,0,0
-1,0,-93.8113,0,0
-1,0,-93.8053,0,0
-1,0,-93.7993,0,0
-1,0,-93.7933,0,0
-1,0,-93.7874,0,0
-1,0,-93.7814,0,0
-1,0,-93.7754,0,0
-1,0,-93.7694,0,0
-1,0,-93.7635,0,0
-1,0,-93.7575,0,0
-1,0,-93.7515,0,0
-1,0,-93.7456,0,0
-1,0,-93.7396,0,0
-1,0,-93.7336,0,0
-1,0,-93.7276,0,0
-1,0,-93.7217,0,0
-1,0,-93.7157,0,0
-1,0,-93.7097,0,0
-1,0,-93.7038,0,0
-1,0,-93.6978,0,0
-1,0,-93.6918,0,0
-1,0,-93.6859,0,0
-1,0,-93.6799,0,0
-1,0,-93.6739,0,0
-1,0,-93.668,0,0
-1,0,-93.662,0,0
-1,0,-93.656,0,0
-1,0,-93.6501,0,0
-1,0,-93.6441,0,0
-1,0,-93.6381,0,0
-1,0,-93.6322,0,0
-1,0,-93.6262,0,0
-1,0,-93.6202,0,0
-1,0,-93.6143,0,0
-1,0,-93.6083,0,0
-1,0,-93.6024,0,0
-1,0,-93.5964,0,0
-1,0,-93.5904,0,0
-1,0,-93.5845,0,0
-1,0,-93.5785,0,0
-1,0,-93.5725,0,0
-1,0,-93.5666,0,0
-1,0,-93.5606,0,0
-1,0,-93.5547,0,0
-1,0,-93.5487,0,0
-1,0,-93.5428,0,0
-1,0,-93.5368,0,0
-1,0,-93.5308,0,0
-1,0,-93.5249,0,0
-1,0,-93.5189,0,0
-1,0,-93.513,0,0
-1,0,-93.507,0,0
-1,0,-93.5011,0,0
-1,0,-93.4951,0,0
-1,0,-93.4891,0,0
-1,0,-93.4832,0,0
-1,0,-93.4772,0,0
-1,0,-93.4713,0,0
-1,0,-93.4653,0,0
-1,0,-93.4594,0,0
-1,0,-93.4534,0,0
-1,0,-93.4475,0,0
-1,0,-93.4415,0,0
-1,0,-93.4356,0,0
-1,0,-93.4296,0,0
-1,0,-93.4237,0,0
-1,0,-93.4177,0,0
-1,0,-93.4118,0,0
-1,0,-93.4058,0,0
-1,0,-93.3999,0,0
-1,0,-93.3939,0,0
-1,0,-93.388,0,0
-1,0,-93.382,0,0
-1,0,-93.3761,0,0
-1,0,-93.3701,0,0
-1,0,-93.3642,0,0
-1,0,-93.3582,0,0
-1,0,-93.3523,0,0
-1,0,-93.3463,0,0
-1,0,-93.3404,0,0
-1,0,-93.3345,0,0
-1,0,-93.3285,0,0
-1,0,-93.3226,0,0
-1,0,-93.3166,0,0
-1,0,-93.3107,0,0
-1,0,-93.3047,0,0
-1,0,-93.2988,0,0
-1,0,-93.2928,0,0
-1,0,-93.2869,0,0
-1,0,-93.281,0,0
-1,0,-93.275,0,0
-1,0,-93.2691,0,0
-1,0,-93.2631,0,0
-1,0,-93.2572,0,0
-1,0,-93.2513,0,0
-1,0,-93.2453,0,0
-1,0,-93.2394,0,0
-1,0,-93.2334,0,0
-1,0,-93.2275,0,0
-1,0,-93.2216,0,0
-1,0,-93.2156,0,0
-1,0,-93.2097,0,0
-1,0,-93.2038,0,0
-1,0,-93.1978,0,0
-1,0,-93.1919,0,0
-1,0,-93.1859,0,0
-1,0,-93.18,0,0
-1,0,-93.1741,0,0
-1,0,-93.1681,0,0
-1,0,-93.1622,0,0
-1,0,-93.1563,0,0
-1,0,-93.1503,0,0
-1,0,-93.1444,0,0
-1,0,-93.1385,0,0
-1,0,-93.1325,0,0
-1,0,-93.1266,0,0
-1,0,-93.1207,0,0
-1,0,-93.1148,0,0
-1,0,-93.1088,0,0
-1,0,-93.1029,0,0
-1,0,-93.097,0,0
-1,0,-93.091,0,0
-1,0,-93.0851,0,0
-1,0,-93.0792,0,0
-1,0,-93.0732,0,0
-1,0,-93.0673,0,0
-1,0,-93.0614,0,0
-1,0,-93.0555,0,0
-1,0,-93.0495,0,0
-1,0,-93.0436,0,0
-1,0,-93.0377,0,0
-1,0,-93.0318,0,0
-1,0,-93.0258,0,0
-1,0,-93.0199,0,0
-1,0,-93.014,0,0
-1,0,-93.0081,0,0
-1,0,-93.0021,0,0
-1,0,-92.9962,0,0
-1,0,-92.9903,0,0
-1,0,-92.9844,0,0
-1,0,-92.9784,0,0
-1,0,-92.9725,0,0
-1,0,-92.9666,0,0
-1,0,-92.9607,0,0
-1,0,-92.9548,0,0
-1,0,-92.9488,0,0
-1,0,-92.9429,0,0
-1,0,-92.937,0,0
-1,0,-92.9311,0,0
-1,0,-92.9252,0,0
-1,0,-92.9192,0,0
-1,0,-92.9133,0,0
-1,0,-92.9074,0,0
-1,0,-92.9015,0,0
-1,0,-92.8956,0,0
-1,0,-92.8896,0,0
-1,0,-92.8837,0,0
-1,0,-92.8778,0,0
-1,0,-92.8719,0,0
-1,0,-92.866,0,0
-1,0,-92.8601,0,0
-1,0,-92.8542,0,0
-1,0,-92.8482,0,0
-1,0,-92.8423,0,0
-1,0,-92.8364,0,0
-1,0,-92.8305,0,0
-1,0,-92.8246,0,0
-1,0,-92.8187,0,0
-1,0,-92.8128,0,0
-1,0,-92.8069,0,0
-1,0,-92.8009,0,0
-1,0,-92.795,0,0
-1,0,-92.7891,0,0
-1,0,-92.7832,0,0
-1,0,-92.7773,0,0
-1,0,-92.7714,0,0
-1,0,-92.7655,0,0
-1,0,-92.7596,0,0
-1,0,-92.7537,0,0
-1,0,-92.7478,0,0
-1,0,-92.7419,0,0
-1,0,-92.7359,0,0
-1,0,-92.73,0,0
-1,0,-92.7241,0,0
-1,0,-92.7182,0,0
-1,0,-92.7123,0,0
-1,0,-92.7064,0,0
-1,0,-92.7005,0,0
-1,0,-92.6946,0,0
-1,0,-92.6887,0,0
-1,0,-92.6828,0,0
-1,0,-92.6769,0,0
-1,0,-92.671,0,0
-1,0,-92.6651,0,0
-1,0,-92.6592,0,0
-1,0,-92.6533,0,0
-1,0,-92.6474,0,0
-1,0,-92.6415,0,0
-1,0,-92.6356,0,0
-1,0,-92.6297,0,0
-1,0,-92.6238,0,0
-1,0,-92.6179,0,0
-1,0,-92.612,0,0
-1,0,-92.6061,0,0
-1,0,-92.6002,0,0
-1,0,-92.5943,0,0
-1,0,-92.5884,0,0
-1,0,-92.5825,0,0
-1,0,-92.5766,0,0
-1,0,-92.5707,0,0
-1,0,-92.5648,0,0
-1,0,-92.5589,0,0
-1,0,-92.553,0,0
-1,0,-92.5471,0,0
-1,0,-92.5412,0,0
-1,0,-92.5353,0,0
-1,0,-92.5294,0,0
-1,0,-92.5235,0,0
-1,0,-92.5177,0,0
-1,0,-92.5118,0,0
-1,0,-92.5059,0,0
-1,0,-92.5,0,0
-1,0,-92.4941,0,0
-1,0,-92.4882,0,0
-1,0,-92.4823,0,0
-1,0,-92.4764,0,0
-1,0,-92.4705,0,0
-1,0,-92.4646,0,0
-1,0,-92.4587,0,0
-1,0,-92.4529,0,0
-1,0,-92.447,0,0
-1,0,-92.4411,0,0
-1,0,-92.4352,0,0
-1,0,-92.4293,0,0
-1,0,-92.4234,0,0
-1,0,-92.4175,0,0
-1,0,-92.4116,0,0
-1,0,-92.4058,0,0
-1,0,-92.3999,0,0
-1,0,-92.394,0,0
-1,0,-92.3881,0,0
-1,0,-92.3822,0,0
-1,0,-92.3763,0,0
-1,0,-92.3705,0,0
-1,0,-92.3646,0,0
-1,0,-92.3587,0,0
-1,0,-92.3528,0,0
-1,0,-92.3469,0,0
-1,0,-92.341,0,0
-1,0,-92.3352,0,0
-1,0,-92.3293,0,0
-1,0,-92.3234,0,0
-1,0,-92.3175,0,0
-1,0,-92.3116,0,0
-1,0,-92.3058,0,0
-1,0,-92.2999,0,0
-1,0,-92.294,0,0
-1,0,-92.2881,0,0
-1,0,-92.2822,0,0
-1,0,-92.2764,0,0
-1,0,-92.2705,0,0
-1,0,-92.2646,0,0
-1,0,-92.2587,0,0
-1,0,-92.2529,0,0
-1,0,-92.247,0,0
-1,0,-92.2411,0,0
-1,0,-92.2352,0,0
-1,0,-92.2294,0,0
-1,0,-92.2235,0,0
-1,0,-92.2176,0,0
-1,0,-92.2117,0,0
-1,0,-92.2059,0,0
-1,0,-92.2,0,0
-1,0,-92.1941,0,0
-1,0,-92.1882,0,0
-1,0,-92.1824,0,0
-1,0,-92.1765,0,0
-1,0,-92.1706,0,0
-1,0,-92.1648,0,0
-1,0,-92.1589,0,0
-1,0,-92.153,0,0
-1,0,-92.1471,0,0
-1,0,-92.1413,0,0
-1,0,-92.1354,0,0
-1,0,-92.1295,0,0
-1,0,-92.1237,0,0
-1,0,-92.1178,0,0
-1,0,-92.1119,0,0
-1,0,-92.1061,0,0
-1,0,-92.1002,0,0
-1,0,-92.0943,0,0
-1,0,-92.0885,0,0
-1,0,-92.0826,0,0
-1,0,-92.0767,0,0
-1,0,-92.0709,0,0
-1,0,-92.065,0,0
-1,0,-92.0592,0,0
-1,0,-92.0533,0,0
-1,0,-92.0474,0,0
-1,0,-92.0416,0,0
-1,0,-92.0357,0,0
-1,0,-92.0298,0,0
-1,0,-92.024,0,0
-1,0,-92.0181,0,0
-1,0,-92.0123,0,0
-1,0,-92.0064,0,0
-1,0,-92.0005,0,0
-1,0,-91.9947,0,0
-1,0,-91.9888,0,0
-1,0,-91.983,0,0
-1,0,-91.9771,0,0
-1,0,-91.9712,0,0
-1,0,-91.9654,0,0
-1,0,-91.9595,0,0
-1,0,-91.9537,0,0
-1,0,-91.9478,0,0
-1,0,-91.942,0,0
-1,0,-91.9361,0,0
-1,0,-91.9302,0,0
-1,0,-91.9244,0,0
-1,0,-91.9185,0,0
-1,0,-91.9127,0,0
-1,0,-91.9068,0,0
-1,0,-91.901,0,0
-1,0,-91.8951,0,0
-1,0,-91.8893,0,0
-1,0,-91.8834,0,0
-1,0,-91.8776,0,0
-1,0,-91.8717,0,0
-1,0,-91.8659,0,0
-1,0,-91.86,0,0
-1,0,-91.8542,0,0
-1,0,-91.8483,0,0
-1,0,-91.8425,0,0
-1,0,-91.8366,0,0
-1,0,-91.8308,0,0
-1,0,-91.8249,0,0
-1,0,-91.8191,0,0
-1,0,-91.8132,0,0
-1,0,-91.8074,0,0
-1,0,-91.8015,0,0
-1,0,-91.7957,0,0
-1,0,-91.7898,0,0
-1,0,-91.784,0,0
-1,0,-91.7781,0,0
-1,0,-91.7723,0,0
-1,0,-91.7664,0,0
-1,0,-91.7606,0,0
-1,0,-91.7547,0,0
-1,0,-91.7489,0,0
-1,0,-91.7431,0,0
-1,0,-91.7372,0,0
-1,0,-91.7314,0,0
-1,0,-91.7255,0,0
-1,0,-91.7197,0,0
-1,0,-91.7138,0,0
-1,0,-91.708,0,0
-1,0,-91.7022,0,0
-1,0,-91.6963,0,0
-1,0,-91.6905,0,0
-1,0,-91.6846,0,0
-1,0,-91.6788,0,0
-1,0,-91.673,0,0
-1,0,-91.6671,0,0
-1,0,-91.6613,0,0
-1,0,-91.6554,0,0
-1,0,-91.6496,0,0
-1,0,-91.6438,0,0
-1,0,-91.6379,0,0
-1,0,-91.6321,0,0
-1,0,-91.6263,0,0
-1,0,-91.6204,0,0
-1,0,-91.6146,0,0
-1,0,-91.6088,0,0
-1,0,-91.6029,0,0
-1,0,-91.5971,0,0
-1,0,-91.5913,0,0
-1,0,-91.5854,0,0
-1,0,-91.5796,0,0
-1,0,-91.5738,0,0
-1,0,-91.5679,0,0
-1,0,-91.5621,0,0
-1,0,-91.5563,0,0
-1,0,-91.5504,0,0
-1,0,-91.5446,0,0
-1,0,-91.5388,0,0
-1,0,-91.5329,0,0
-1,0,-91.5271,0,0
-1,0,-91.5213,0,0
-1,0,-91.5154,0,0
-1,0,-91.5096,0,0
-1,0,-91.5038,0,0
-1,0,-91.498,0,0
-1,0,-91.4921,0,0
-1,0,-91.4863,0,0
-1,0,-91.4805,0,0
-1,0,-91.4747,0,0
-1,0,-91.4688,0,0
-1,0,-91.463,0,0
-1,0,-91.4572,0,0
-1,0,-91.4513,0,0
-1,0,-91.4455,0,0
-1,0,-91.4397,0,0
-1,0,-91.4339,0,0
-1,0,-91.4281,0,0
-1,0,-91.4222,0,0
-1,0,-91.4164,0,0
-1,0,-91.4106,0,0
-1,0,-91.4048,0,0
-1,0,-91.3989,0,0
-1,0,-91.3931,0,0
-1,0,-91.3873,0,0
-1,0,-91.3815,0,0
-1,0,-91.3757,0,0
-1,0,-91.3698,0,0
-1,0,-91.364,0,0
-1,0,-91.3582,0,0
-1,0,-91.3524,0,0
-1,0,-91.3466,0,0
-1,0,-91.3407,0,0
-1,0,-91.3349,0,0
-1,0,-91.3291,0,0
-1,0,-91.3233,0,0
-1,0,-91.3175,0,0
-1,0,-91.3117,0,0
-1,0,-91.3058,0,0
-1,0,-91.3,0,0
-1,0,-91.2942,0,0
-1,0,-91.2884,0,0
-1,0,-91.2826,0,0
-1,0,-91.2768,0,0
-1,0,-91.271,0,0
-1,0,-91.2651,0,0
-1,0,-91.2593,0,0
-1,0,-91.2535,0,0
-1,0,-91.2477,0,0
-1,0,-91.2419,0,0
-1,0,-91.2361,0,0
-1,0,-91.2303,0,0
-1,0,-91.2245,0,0
-1,0,-91.2186,0,0
-1,0,-91.2128,0,0
-1,0,-91.207,0,0
-1,0,-91.2012,0,0
-1,0,-91.1954,0,0
-1,0,-91.1896,0,0
-1,0,-91.1838,0,0
-1,0,-91.178,0,0
-1,0,-91.1722,0,0
-1,0,-91.1664,0,0
-1,0,-91.1606,0,0
-1,0,-91.1548,0,0
-1,0,-91.149,0,0
-1,0,-91.1431,0,0
-1,0,-91.1373,0,0
-1,0,-91.1315,0,0
-1,0,-91.1257,0,0
-1,0,-91.1199,0,0
-1,0,-91.1141,0,0
-1,0,-91.1083,0,0
-1,0,-91.1025,0,0
-1,0,-91.0967,0,0
-1,0,-91.0909,0,0
-1,0,-91.0851,0,0
-1,0,-91.0793,0,0
-1,0,-91.0735,0,0
-1,0,-91.0677,0,0
-1,0,-91.0619,0,0
-1,0,-91.0561,0,0
-1,0,-91.0503,0,0
-1,0,-91.0445,0,0
-1,0,-91.0387,0,0
-1,0,-91.0329,0,0
-1,0,-91.0271,0,0
-1,0,-91.0213,0,0
-1,0,-91.0155,0,0
-1,0,-91.0097,0,0
-1,0,-91.0039,0,0
-1,0,-90.9981,0,0
-1,0,-90.9923,0,0
-1,0,-90.9865,0,0
-1,0,-90.9807,0,0
-1,0,-90.975,0,0
-1,0,-90.9692,0,0
-1,0,-90.9634,0,0
-1,0,-90.9576,0,0
-1,0,-90.9518,0,0
-1,0,-90.946,0,0
-1,0,-90.9402,0,0
-1,0,-90.9344,0,0
-1,0,-90.9286,0,0
-1,0,-90.9228,0,0
-1,0,-90.917,0,0
-1,0,-90.9112,0,0
-1,0,-90.9054,0,0
-1,0,-90.8997,0,0
-1,0,-90.8939,0,0
-1,0,-90.8881,0,0
-1,0,-90.8823,0,0
-1,0,-90.8765,0,0
-1,0,-90.8707,0,0
-1,0,-90.8649,0,0
-1,0,-90.8591,0,0
-1,0,-90.8533,0,0
-1,0,-90.8476,0,0
-1,0,-90.8418,0,0
-1,0,-90.836,0,0
-1,0,-90.8302,0,0
-1,0,-90.8244,0,0
-1,0,-90.8186,0,0
-1,0,-90.8128,0,0
-1,0,-90.8071,0,0
-1,0,-90.8013,0,0
-1,0,-90.7955,0,0
-1,0,-90.7897,0,0
-1,0,-90.7839,0,0
-1,0,-90.7781,0,0
-1,0,-90.7724,0,0
-1,0,-90.7666,0,0
-1,0,-90.7608,0,0
-1,0,-90.755,0,0
-1,0,-90.7492,0,0
-1,0,-90.7435,0,0
-1,0,-90.7377,0,0
-1,0,-90.7319,0,0
-1,0,-90.7261,0,0
-1,0,-90.7203,0,0
-1,0,-90.7146,0,0
-1,0,-90.7088,0,0
-1,0,-90.703,0,0
-1,0,-90.6972,0,0
-1,0,-90.6915,0,0
-1,0,-90.6857,0,0
-1,0,-90.6799,0,0
-1,0,-90.6741,0,0
-1,0,-90.6684,0,0
-1,0,-90.6626,0,0
-1,0,-90.6568,0,0
-1,0,-90.651,0,0
-1,0,-90.6453,0,0
-1,0,-90.6395,0,0
-1,0,-90.6337,0,0
-1,0,-90.6279,0,0
-1,0,-90.6222,0,0
-1,0,-90.6164,0,0
-1,0,-90.6106,0,0
-1,0,-90.6049,0,0
-1,0,-90.5991,0,0
-1,0,-90.5933,0,0
-1,0,-90.5875,0,0
-1,0,-90.5818,0,0
-1,0,-90.576,0,0
-1,0,-90.5702,0,0
-1,0,-90.5645,0,0
-1,0,-90.5587,0,0
-1,0,-90.5529,0,0
-1,0,-90.5472,0,0
-1,0,-90.5414,0,0
-1,0,-90.5356,0,0
-1,0,-90.5299,0,0
-1,0,-90.5241,0,0
-1,0,-90.5183,0,0
-1,0,-90.5126,0,0
-1,0,-90.5068,0,0
-1,0,-90.501,0,0
-1,0,-90.4953,0,0
-1,0,-90.4895,0,0
-1,0,-90.4837,0,0
-1,0,-90.478,0,0
-1,0,-90.4722,0,0
-1,0,-90.4665,0,0
-1,0,-90.4607,0,0
-1,0,-90.4549,0,0
-1,0,-90.4492,0,0
-1,0,-90.4434,0,0
-1,0,-90.4376,0,0
-1,0,-90.4319,0,0
-1,0,-90.4261,0,0
-1,0,-90.4204,0,0
-1,0,-90.4146,0,0
-1,0,-90.4088,0,0
-1,0,-90.4031,0,0
-1,0,-90.3973,0,0
-1,0,-90.3916,0,0
-1,0,-90.3858,0,0
-1,0,-90.3801,0,0
-1,0,-90.3743,0,0
-1,0,-90.3685,0,0
-1,0,-90.3628,0,0
-1,0,-90.357,0,0
-1,0,-90.3513,0,0
-1,0,-90.3455,0,0
-1,0,-90.3398,0,0
-1,0,-90.334,0,0
-1,0,-90.3283,0,0
-1,0,-90.3225,0,0
-1,0,-90.3168,0,0
-1,0,-90.311,0,0
-1,0,-90.3053,0,0
-1,0,-90.2995,0,0
-1,0,-90.2938,0,0
-1,0,-90.288,0,0
-1,0,-90.2823,0,0
-1,0,-90.2765,0,0
-1,0,-90.2708,0,0
-1,0,-90.265,0,0
-1,0,-90.2593,0,0
-1,0,-90.2535,0,0
-1,0,-90.2478,0,0
-1,0,-90.242,0,0
-1,0,-90.2363,0,0
-1,0,-90.2305,0,0
-1,0,-90.2248,0,0
-1,0,-90.219,0,0
-1,0,-90.2133,0,0
-1,0,-90.2075,0,0
-1,0,-90.2018,0,0
-1,0,-90.196,0,0
-1,0,-90.1903,0,0
-1,0,-90.1845,0,0
-1,0,-90.1788,0,0
-1,0,-90.1731,0,0
-1,0,-90.1673,0,0
-1,0,-90.1616,0,0
-1,0,-90.1558,0,0
-1,0,-90.1501,0,0
-1,0,-90.1443,0,0
-1,0,-90.1386,0,0
-1,0,-90.1329,0,0
-1,0,-90.1271,0,0
-1,0,-90.1214,0,0
-1,0,-90.1156,0,0
-1,0,-90.1099,0,0
-1,0,-90.1042,0,0
-1,0,-90.0984,0,0
-1,0,-90.0927,0,0
-1,0,-90.0869,0,0
-1,0,-90.0812,0,0
-1,0,-90.0755,0,0
-1,0,-90.0697,0,0
-1,0,-90.064,0,0
-1,0,-90.0583,0,0
-1,0,-90.0525,0,0
-1,0,-90.0468,0,0
-1,0,-90.0411,0,0
-1,0,-90.0353,0,0
-1,0,-90.0296,0,0
-1,0,-90.0239,0,0
-1,0,-90.0181,0,0
-1,0,-90.0124,0,0
-1,0,-90.0067,0,0
-1,0,-90.0009,0,0
-1,0,-89.9952,0,0
-1,0,-89.9895,0,0
-1,0,-89.9837,0,0
-1,0,-89.978,0,0
-1,0,-89.9723,0,0
-1,0,-89.9665,0,0
-1,0,-89.9608,0,0
-1,0,-89.9551,0,0
-1,0,-89.9493,0,0
-1,0,-89.9436,0,0
-1,0,-89.9379,0,0
-1,0,-89.9322,0,0
-1,0,-89.9264,0,0
-1,0,-89.9207,0,0
-1,0,-89.915,0,0
-1,0,-89.9092,0,0
-1,0,-89.9035,0,0
-1,0,-89.8978,0,0
-1,0,-89.8921,0,0
-1,0,-89.8863,0,0
-1,0,-89.8806,0,0
-1,0,-89.8749,0,0
-1,0,-89.8692,0,0
-1,0,-89.8634,0,0
-1,0,-89.8577,0,0
-1,0,-89.852,0,0
-1,0,-89.8463,0,0
-1,0,-89.8405,0,0
-1,0,-89.8348,0,0
-1,0,-89.8291,0,0
-1,0,-89.8234,0,0
-1,0,-89.8177,0,0
-1,0,-89.8119,0,0
-1,0,-89.8062,0,0
-1,0,-89.8005,0,0
-1,0,-89.7948,0,0
-1,0,-89.7891,0,0
-1,0,-89.7833,0,0
-1,0,-89.7776,0,0
-1,0,-89.7719,0,0
-1,0,-89.7662,0,0
-1,0,-89.7605,0,0
-1,0,-89.7548,0,0
-1,0,-89.749,0,0
-1,0,-89.7433,0,0
-1,0,-89.7376,0,0
-1,0,-89.7319,0,0
-1,0,-89.7262,0,0
-1,0,-89.7205,0,0
-1,0,-89.7147,0,0
-1,0,-89.709,0,0
-1,0,-89.7033,0,0
-1,0,-89.6976,0,0
-1,0,-89.6919,0,0
-1,0,-89.6862,0,0
-1,0,-89.6805,0,0
-1,0,-89.6748,0,0
-1,0,-89.669,0,0
-1,0,-89.6633,0,0
-1,0,-89.6576,0,0
-1,0,-89.6519,0,0
-1,0,-89.6462,0,0
-1,0,-89.6405,0,0
-1,0,-89.6348,0,0
-1,0,-89.6291,0,0
-1,0,-89.6234,0,0
-1,0,-89.6177,0,0
-1,0,-89.6119,0,0
-1,0,-89.6062,0,0
-1,0,-89.6005,0,0
-1,0,-89.5948,0,0
-1,0,-89.5891,0,0
-1,0,-89.5834,0,0
-1,0,-89.5777,0,0
-1,0,-89.572,0,0
-1,0,-89.5663,0,0
-1,0,-89.5606,0,0
-1,0,-89.5549,0,0
-1,0,-89.5492,0,0
-1,0,-89.5435,0,0
-1,0,-89.5378,0,0
-1,0,-89.5321,0,0
-1,0,-89.5264,0,0
-1,0,-89.5207,0,0
-1,0,-89.515,0,0
-1,0,-89.5093,0,0
-1,0,-89.5036,0,0
-1,0,-89.4979,0,0
-1,0,-89.4922,0,0
-1,0,-89.4865,0,0
-1,0,-89.4808,0,0
-1,0,-89.4751,0,0
-1,0,-89.4694,0,0
-1,0,-89.4637,0,0
-1,0,-89.458,0,0
-1,0,-89.4523,0,0
-1,0,-89.4466,0,0
-1,0,-89.4409,0,0
-1,0,-89.4352,0,0
-1,0,-89.4295,0,0
-1,0,-89.4238,0,0
-1,0,-89.4181,0,0
-1,0,-89.4124,0,0
-1,0,-89.4067,0,0
-1,0,-89.401,0,0
-1,0,-89.3953,0,0
-1,0,-89.3896,0,0
-1,0,-89.3839,0,0
-1,0,-89.3782,0,0
-1,0,-89.3725,0,0
-1,0,-89.3668,0,0
-1,0,-89.3612,0,0
-1,0,-89.3555,0,0
-1,0,-89.3498,0,0
-1,0,-89.3441,0,0
-1,0,-89.3384,0,0
-1,0,-89.3327,0,0
-1,0,-89.327,0,0
-1,0,-89.3213,0,0
-1,0,-89.3156,0,0
-1,0,-89.3099,0,0
-1,0,-89.3043,0,0
-1,0,-89.2986,0,0
-1,0,-89.2929,0,0
-1,0,-89.2872,0,0
-1,0,-89.2815,0,0
-1,0,-89.2758,0,0
-1,0,-89.2701,0,0
-1,0,-89.2644,0,0
-1,0,-89.2588,0,0
-1,0,-89.2531,0,0
-1,0,-89.2474,0,0
-1,0,-89.2417,0,0
-1,0,-89.236,0,0
-1,0,-89.2303,0,0
-1,0,-89.2247,0,0
-1,0,-89.219,0,0
-1,0,-89.2133,0,0
-1,0,-89.2076,0,0
-1,0,-89.2019,0,0
-1,0,-89.1962,0,0
-1,0,-89.1906,0,0
-1,0,-89.1849,0,0
-1,0,-89.1792,0,0
-1,0,-89.1735,0,0
-1,0,-89.1678,0,0
-1,0,-89.1622,0,0
-1,0,-89.1565,0,0
-1,0,-89.1508,0,0
-1,0,-89.1451,0,0
-1,0,-89.1395,0,0
-1,0,-89.1338,0,0
-1,0,-89.1281,0,0
-1,0,-89.1224,0,0
-1,0,-89.1167,0,0
-1,0,-89.1111,0,0
-1,0,-89.1054,0,0
-1,0,-89.0997,0,0
-1,0,-89.094,0,0
-1,0,-89.0884,0,0
-1,0,-89.0827,0,0
-1,0,-89.077,0,0
-1,0,-89.0713,0,0
-1,0,-89.0657,0,0
-1,0,-89.06,0,0
-1,0,-89.0543,0,0
-1,0,-89.0487,0,0
-1,0,-89.043,0,0
-1,0,-89.0373,0,0
-1,0,-89.0316,0,0
-1,0,-89.026,0,0
-1,0,-89.0203,0,0
-1,0,-89.0146,0,0
-1,0,-89.009,0,0
-1,0,-89.0033,0,0
-1,0,-88.9976,0,0
-1,0,-88.992,0,0
-1,0,-88.9863,0,0
-1,0,-88.9806,0,0
-1,0,-88.975,0,0
-1,0,-88.9693,0,0
-1,0,-88.9636,0,0
-1,0,-88.958,0,0
-1,0,-88.9523,0,0
-1,0,-88.9466,0,0
-1,0,-88.941,0,0
-1,0,-88.9353,0,0
-1,0,-88.9296,0,0
-1,0,-88.924,0,0
-1,0,-88.9183,0,0
-1,0,-88.9126,0,0
-1,0,-88.907,0,0
-1,0,-88.9013,0,0
-1,0,-88.8956,0,0
-1,0,-88.89,0,0
-1,0,-88.8843,0,0
-1,0,-88.8787,0,0
-1,0,-88.873,0,0
-1,0,-88.8673,0,0
-1,0,-88.8617,0,0
-1,0,-88.856,0,0
-1,0,-88.8504,0,0
-1,0,-88.8447,0,0
-1,0,-88.839,0,0
-1,0,-88.8334,0,0
-1,0,-88.8277,0,0
-1,0,-88.8221,0,0
-1,0,-88.8164,0,0
-1,0,-88.8108,0,0
-1,0,-88.8051,0,0
-1,0,-88.7994,0,0
-1,0,-88.7938,0,0
-1,0,-88.7881,0,0
-1,0,-88.7825,0,0
-1,0,-88.7768,0,0
