time,pos_openLopp_NoNoise,pos_closeLopp_NoNoise,pos_openLopp_Noise,pos_closeLopp_Noise,u_openLopp_NoNoise,u_closeLopp_NoNoise,u_openLopp_Noise,u_closeLopp_Noise0.0,0.0,1.67669,0.0,0.0,0.0,0.599161,0.0,0.0
0.001,0.0,1.68587,0.0,0.0,0.0,0.616542,0.0,0.0
0.002,0.0,1.67362,0.0,0.0,0.0,0.570659,0.0,0.0
0.003,0.0,1.66881,0.0,0.0,0.0,0.631894,0.0,0.0
0.004,0.0,1.67857,0.0,0.0,0.0,0.655926,0.0,0.0
0.005,0.0,1.66816,0.0,0.0,0.0,0.607161,0.0,0.0
0.006,0.0,1.66212,0.0,0.0,0.0,0.659217,0.0,0.0
0.007,0.0,1.67215,0.0,0.0,0.0,0.689383,0.0,0.0
0.008,0.0,1.66359,0.0,0.0,0.0,0.639266,0.0,0.0
0.009,0.0,1.65647,0.0,0.0,0.0,0.682026,0.0,0.0
0.01,0.0,1.66648,0.0,0.0,0.0,0.717661,0.0,0.0
0.011,0.0,1.65978,0.0,0.0,0.0,0.667599,0.0,0.0
0.012,0.0,1.65172,0.0,0.0,0.0,0.701087,0.0,0.0
0.013,0.0,1.66146,0.0,0.0,0.0,0.741413,0.0,0.0
0.014,0.0,1.65659,0.0,0.0,0.0,0.692677,0.0,0.0
0.015,0.0,1.64776,0.0,0.0,0.0,0.717062,0.0,0.0
0.016,0.0,1.65701,0.0,0.0,0.0,0.761213,0.0,0.0
0.017,0.0,1.6539,0.0,0.0,0.0,0.714929,0.0,0.0
0.018,0.0,1.64449,0.0,0.0,0.0,0.730514,0.0,0.0
0.019,0.0,1.65306,0.0,0.0,0.0,0.777567,0.0,0.0
0.02,0.0,1.65162,0.0,0.0,0.0,0.734707,0.0,0.0
0.021,0.0,1.64182,0.0,0.0,0.0,0.74192,0.0,0.0
0.022,0.0,1.64954,0.0,0.0,0.0,0.790924,0.0,0.0
0.023,0.0,1.64966,0.0,0.0,0.0,0.752301,0.0,0.0
0.024,0.0,1.63966,0.0,0.0,0.0,0.751687,0.0,0.0
0.025,0.0,1.64641,0.0,0.0,0.0,0.801684,0.0,0.0
